Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A762160,Thor,11/16/2017 13:04,17-Nov,11/15/2016,Return to Owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Gray
A762161,Erte,11/20/2017 16:52,17-Nov,8/15/2017,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Black
A762162,Polecia,11/15/2017 19:13,17-Nov,11/15/2016,Return to Owner,,Dog,Intact Male,1 year,German Shepherd Mix,Tricolor
A762166,,11/15/2017 15:29,17-Nov,11/15/2016,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Brown
A762167,,11/24/2017 15:16,17-Nov,9/15/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A762168,Pancho,12/31/2017 16:06,17-Dec,10/9/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A762169,*Marie,12/12/2017 14:04,17-Dec,9/10/2017,Transfer,Partner,Cat,Intact Female,3 months,Manx Mix,Brown Tabby
A762170,Dakota,11/15/2017 17:52,17-Nov,11/15/2015,Return to Owner,,Dog,Intact Male,2 years,Australian Cattle Dog Mix,White/Red
A762171,,11/18/2017 19:08,17-Nov,6/15/2017,Transfer,Snr,Cat,Intact Male,5 months,Domestic Shorthair Mix,Black
A762172,,11/18/2017 19:10,17-Nov,6/15/2017,Transfer,Snr,Cat,Intact Male,5 months,Domestic Shorthair Mix,Brown Tabby
A762173,,11/18/2017 19:10,17-Nov,11/15/2016,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico
A762174,,11/18/2017 19:10,17-Nov,11/15/2016,Transfer,Snr,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Torbie
A762175,,11/20/2017 11:54,17-Nov,11/15/2010,Transfer,Partner,Dog,Neutered Male,7 years,Shih Tzu Mix,White/Black
A762176,,11/24/2017 15:58,17-Nov,6/15/2017,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black
A762178,,11/15/2017 16:26,17-Nov,11/15/2016,Euthanasia,Suffering,Other,Unknown,1 year,Coyote Mix,Brown/White
A762189,*Corey,1/19/2018 16:07,18-Jan,11/15/2016,Transfer,Partner,Dog,Neutered Male,1 year,Boxer Mix,Tan/White
A762192,,11/18/2017 19:09,17-Nov,8/15/2017,Transfer,Snr,Cat,Intact Male,3 months,Domestic Shorthair Mix,Gray Tabby/White
A762193,,11/22/2017 9:35,17-Nov,11/15/2016,Adoption,,Dog,Spayed Female,1 year,Chihuahua Longhair Mix,Brown
A762194,Rajito,11/16/2017 12:47,17-Nov,11/16/2010,Return to Owner,,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Brown
A762195,,11/18/2017 19:09,17-Nov,11/15/2016,Transfer,Snr,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
A762196,,11/24/2017 12:16,17-Nov,9/15/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A762197,,11/16/2017 9:01,17-Nov,11/15/2016,Died,Enroute,Cat,Unknown,1 year,Domestic Shorthair Mix,Black
A762204,*Kaya,11/24/2017 18:41,17-Nov,11/16/2014,Adoption,,Dog,Spayed Female,3 years,Border Collie Mix,Tricolor
A762204,*Kaya,11/21/2017 16:41,17-Nov,11/16/2014,Adoption,,Dog,Spayed Female,3 years,Border Collie Mix,Tricolor
A762206,*Biscuit,1/3/2018 12:34,18-Jan,10/25/2017,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby
A762207,*Gravy,1/3/2018 12:39,18-Jan,10/25/2017,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A762208,*Bear,7/6/2019 8:23,19-Jul,10/25/2017,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A762208,*Bear,1/3/2018 12:41,18-Jan,10/25/2017,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A762209,*Bunny,1/3/2018 12:37,18-Jan,10/25/2017,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue
A762211,,11/20/2017 17:13,17-Nov,5/16/2017,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Gray Tabby
A762212,*Skye,11/20/2017 16:38,17-Nov,1/16/2017,Transfer,Partner,Dog,Neutered Male,10 months,Beagle/Basset Hound,Buff/White
A762213,,11/20/2017 12:33,17-Nov,11/16/2016,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby/White
A762214,,11/16/2017 22:33,17-Nov,11/16/2014,Died,In Kennel,Cat,Intact Female,3 years,Ragdoll Mix,Cream/Seal Point
A762215,Ronda,11/20/2017 13:49,17-Nov,11/16/2016,Transfer,Partner,Dog,Intact Female,1 year,Pug,Fawn
A762216,West,1/27/2018 18:47,18-Jan,5/16/2016,Adoption,,Dog,Neutered Male,1 year,German Shorthair Pointer,White/Black Brindle
A762216,West,12/9/2017 18:51,17-Dec,5/16/2016,Adoption,,Dog,Neutered Male,1 year,German Shorthair Pointer,White/Black Brindle
A762217,*Collin,12/29/2017 15:28,17-Dec,5/16/2016,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/White
A762218,,11/20/2017 12:34,17-Nov,5/16/2017,Transfer,Snr,Cat,Intact Female,6 months,Domestic Shorthair Mix,Torbie
A762223,Charlie,11/28/2017 18:55,17-Nov,11/16/2010,Return to Owner,,Cat,Unknown,7 years,Domestic Shorthair Mix,Orange Tabby
A762224,Cookie,11/16/2017 18:46,17-Nov,11/16/2016,Return to Owner,,Dog,Unknown,1 year,Catahoula Mix,Black/Tan
A762225,*Huckleberry,2/25/2018 15:10,18-Feb,11/16/2016,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/White
A762226,*Buster,11/21/2017 17:16,17-Nov,11/16/2016,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Brown Brindle/White
A762227,Lady,11/24/2017 15:40,17-Nov,5/16/2014,Adoption,,Cat,Spayed Female,3 years,Maine Coon Mix,White/Black
A762230,Kushdyn,11/17/2017 10:57,17-Nov,5/16/2017,Transfer,Partner,Dog,Intact Female,6 months,Pit Bull Mix,White
A762236,*Charlie,11/20/2017 16:27,17-Nov,8/16/2017,Adoption,,Dog,Neutered Male,3 months,Pit Bull Mix,White/Brown
A762237,*Lentil,11/26/2017 16:35,17-Nov,2/16/2017,Adoption,,Dog,Spayed Female,9 months,Beagle/Chinese Sharpei,Tan
A762239,Caroma,11/17/2017 10:57,17-Nov,2/16/2017,Transfer,Partner,Dog,Intact Female,9 months,Pointer Mix,White/Black
A762241,Snoopy,11/20/2017 16:16,17-Nov,11/16/2016,Adoption,,Dog,Neutered Male,1 year,Jack Russell Terrier/Australian Shepherd,White/Blue Tick
A762242,Lance,11/18/2017 14:40,17-Nov,12/18/2014,Return to Owner,,Dog,Neutered Male,2 years,Siberian Husky Mix,White/Black
A762247,,11/20/2017 12:34,17-Nov,8/16/2017,Transfer,Snr,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black/White
A762248,,11/20/2017 12:34,17-Nov,8/16/2017,Transfer,Snr,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black/White
A762249,,11/20/2017 12:34,17-Nov,3/16/2017,Transfer,Snr,Cat,Intact Female,8 months,Domestic Medium Hair Mix,Calico
A762251,Duke,12/19/2017 19:13,17-Dec,11/16/2016,Adoption,,Dog,Neutered Male,1 year,Beagle Mix,Tan
A762252,Sandy,11/19/2017 12:18,17-Nov,5/16/2016,Return to Owner,,Dog,Spayed Female,1 year,Siberian Husky,Red/White
A762252,Sandy,1/18/2019 17:24,19-Jan,5/16/2016,Adoption,,Dog,Spayed Female,2 years,Siberian Husky,Red/White
A762253,River,11/21/2017 18:27,17-Nov,7/16/2017,Adoption,,Dog,Spayed Female,4 months,Labrador Retriever Mix,Black/White
A762254,,11/17/2017 19:21,17-Nov,9/23/2017,Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever/Australian Cattle Dog,Blue Tick
A762255,Winona Bean,12/10/2017 18:24,17-Dec,2/16/2017,Adoption,,Dog,Intact Female,9 months,Labrador Retriever Mix,Black/White
A762255,Winona Bean,5/30/2018 13:59,18-May,2/16/2017,Adoption,Foster,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A762256,,11/18/2017 10:45,17-Nov,9/23/2017,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever/Australian Cattle Dog,Black/White
A762257,,11/17/2017 19:21,17-Nov,10/2/2017,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever/Australian Cattle Dog,Black/White
A762258,,11/17/2017 19:21,17-Nov,9/23/2017,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever/Australian Cattle Dog,Black/White
A762259,,11/17/2017 19:21,17-Nov,9/23/2017,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever/Australian Cattle Dog,Black/White
A762260,,11/17/2017 19:22,17-Nov,9/23/2017,Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever/Australian Cattle Dog,Tan/White
A762261,,11/17/2017 0:00,17-Nov,9/23/2017,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever/Australian Cattle Dog,Brown/White
A762262,,11/17/2017 19:22,17-Nov,9/23/2017,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever/Australian Cattle Dog,Tan/White
A762270,,11/17/2017 11:01,17-Nov,11/17/2016,Euthanasia,Suffering,Other,Unknown,1 year,Armadillo Mix,Brown
A762272,,11/18/2017 0:00,17-Nov,10/2/2017,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A762273,,11/18/2017 0:00,17-Nov,10/2/2017,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A762274,*Rose,11/25/2017 13:11,17-Nov,11/17/2009,Transfer,Partner,Cat,Spayed Female,8 years,Domestic Medium Hair Mix,White/Brown Tabby
A762275,Mel,8/28/2024 11:47,24-Aug,11/17/2011,Adoption,Foster,Cat,Spayed Female,12 years,Domestic Shorthair Mix,Brown Tabby
A762275,Mel,2/2/2018 18:11,18-Feb,11/17/2011,Adoption,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Brown Tabby
A762275,Mel,2/1/2022 14:05,22-Feb,11/17/2011,Adoption,,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Brown Tabby
A762275,Mel,6/21/2022 17:02,22-Jun,11/17/2011,Adoption,,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Brown Tabby
A762277,,11/24/2017 9:01,17-Nov,11/17/2016,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/Brown Brindle
A762278,,11/17/2017 14:51,17-Nov,10/2/2017,Transfer,Partner,Dog,Intact Female,1 month,Plott Hound Mix,Brown Brindle/White
A762279,,11/17/2017 14:51,17-Nov,10/2/2017,Transfer,Partner,Dog,Intact Male,1 month,Plott Hound Mix,Brown Brindle/White
A762281,,11/17/2017 13:07,17-Nov,11/17/2015,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Brown
A762282,Amber,11/17/2017 17:28,17-Nov,11/17/2015,Return to Owner,,Dog,Spayed Female,2 years,Australian Kelpie Mix,Apricot/White
A762283,,11/27/2017 14:04,17-Nov,9/17/2017,Euthanasia,Rabies Risk,Cat,Unknown,2 months,Domestic Medium Hair Mix,Gray/White
A762284,,11/21/2017 18:39,17-Nov,7/2/2017,Adoption,,Cat,Neutered Male,4 months,Domestic Medium Hair Mix,Black/White
A762288,Puddin,11/22/2017 12:36,17-Nov,9/25/2017,Adoption,Foster,Dog,Intact Female,1 month,Neapolitan Mastiff Mix,Blue
A762290,Odin,11/17/2017 16:52,17-Nov,11/17/2014,Return to Owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Black Brindle/White
A762291,Stormy,11/21/2017 18:21,17-Nov,6/17/2017,Adoption,,Dog,Spayed Female,5 months,Border Collie Mix,Black/White
A762292,Mordicai,12/2/2017 13:40,17-Dec,11/17/2015,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White
A762293,,11/22/2017 15:52,17-Nov,8/31/2017,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A762294,*Jasper,11/22/2017 13:29,17-Nov,11/17/2007,Transfer,Partner,Dog,Neutered Male,10 years,Labrador Retriever Mix,Black
A762295,Bom Bon,9/15/2018 16:32,18-Sep,11/17/2016,Return to Owner,,Dog,Neutered Male,1 year,Great Pyrenees Mix,White
A762295,Bom Bon,11/17/2017 16:28,17-Nov,11/17/2016,Return to Owner,,Dog,Neutered Male,1 year,Great Pyrenees Mix,White
A762296,Buster,11/29/2017 12:03,17-Nov,9/17/2016,Transfer,Partner,Dog,Intact Male,1 year,Pit Bull Mix,Brown Brindle
A762297,,11/22/2017 15:55,17-Nov,9/14/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A762298,Larry,11/21/2017 12:18,17-Nov,1/8/2002,Transfer,Partner,Cat,Neutered Male,15 years,Domestic Medium Hair Mix,Black
A762302,,11/19/2017 9:12,17-Nov,7/17/2017,Transfer,Partner,Dog,Intact Female,4 months,Chihuahua Shorthair Mix,Black/Tan
A762303,,11/19/2017 9:13,17-Nov,7/17/2017,Transfer,Partner,Dog,Intact Female,4 months,Chihuahua Shorthair Mix,Tan
A762304,*Indie,12/31/2017 12:22,17-Dec,11/17/2016,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Red
A762305,*Wilbur,2/25/2018 13:02,18-Feb,11/17/2016,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,White/Brown
A762306,Luna,9/12/2018 14:25,18-Sep,7/2/2017,Return to Owner,,Dog,Intact Female,1 year,Siberian Husky Mix,Black/Tricolor
A762307,Max,11/19/2017 17:25,17-Nov,11/17/2015,Return to Owner,,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Tricolor
A762309,Girl,10/20/2018 17:59,18-Oct,11/17/2015,Adoption,,Dog,Spayed Female,2 years,Bull Terrier Mix,White
A762309,Girl,11/25/2017 12:40,17-Nov,11/17/2015,Adoption,,Dog,Spayed Female,2 years,Bull Terrier Mix,White
A762313,*Sir William,11/29/2017 9:39,17-Nov,11/18/2010,Transfer,Partner,Dog,Neutered Male,7 years,Boxer Mix,Brown/White
A762315,Jinx,11/18/2017 12:24,17-Nov,11/18/2014,Return to Owner,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby/White
A762319,Josie,12/19/2017 11:09,17-Dec,8/18/2016,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Cream Tabby/White
A762320,Canelo,1/26/2018 17:29,18-Jan,7/18/2017,Adoption,Foster,Dog,Neutered Male,6 months,Australian Cattle Dog Mix,Red/White
A762321,Bambi,11/22/2017 16:12,17-Nov,1/18/2017,Adoption,,Dog,Spayed Female,10 months,Chihuahua Shorthair Mix,Tan
A762321,Bambi,12/8/2017 15:48,17-Dec,1/18/2017,Adoption,,Dog,Spayed Female,10 months,Chihuahua Shorthair Mix,Tan
A762322,*Lina,12/20/2017 19:08,17-Dec,10/12/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A762323,*Luka,12/22/2017 18:10,17-Dec,10/12/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A762323,*Luka,12/24/2017 10:14,17-Dec,10/12/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A762324,*Oskar,12/21/2017 15:39,17-Dec,10/12/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A762325,*Felix,12/20/2017 13:16,17-Dec,10/12/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Brown Tabby
A762326,Moses,6/29/2019 20:04,19-Jun,2/18/2017,Adoption,,Dog,Neutered Male,2 years,Kuvasz Mix,White
A762326,Moses,11/27/2017 17:30,17-Nov,2/18/2017,Adoption,,Dog,Neutered Male,9 months,Kuvasz Mix,White
A762327,*Rainier,12/1/2017 17:08,17-Dec,2/18/2017,Adoption,,Dog,Neutered Male,9 months,Kuvasz Mix,White
A762331,Luna,11/18/2017 15:51,17-Nov,11/18/2015,Return to Owner,,Dog,Intact Female,2 years,Siberian Husky Mix,Tan/White
A762333,Olivia,11/25/2017 11:27,17-Nov,11/18/2016,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A762337,,11/18/2017 0:00,17-Nov,10/18/2017,Transfer,Partner,Dog,Intact Female,4 weeks,Boxer Mix,Black/White
A762338,,11/18/2017 0:00,17-Nov,10/18/2017,Transfer,Partner,Dog,Intact Female,4 weeks,Boxer Mix,Brown Brindle
A762341,,11/23/2017 0:00,17-Nov,11/18/2016,Transfer,Snr,Cat,Neutered Male,1 year,Snowshoe Mix,White/Tan
A762342,Moto,11/24/2017 11:05,17-Nov,11/18/2013,Return to Owner,,Dog,Neutered Male,4 years,German Shepherd,Black/Tan
A762347,Jodie Lee,11/22/2017 15:36,17-Nov,5/18/2017,Adoption,,Dog,Spayed Female,6 months,German Shepherd Mix,Black/Tan
A762348,*Winslow,4/1/2023 12:27,23-Apr,11/18/2015,Return to Owner,,Dog,Neutered Male,7 years,Border Collie/Australian Kelpie,Black/White
A762348,*Winslow,1/30/2018 16:42,18-Jan,11/18/2015,Transfer,Partner,Dog,Neutered Male,2 years,Border Collie/Australian Kelpie,Black/White
A762353,Baby,11/25/2017 18:13,17-Nov,4/5/2007,Transfer,Partner,Dog,Neutered Male,10 years,Pomeranian Mix,Black
A762354,Layla,11/19/2017 11:35,17-Nov,11/18/2016,Return to Owner,,Dog,Intact Female,1 year,Labrador Retriever Mix,Black/White
A762356,*Frost,11/24/2017 15:42,17-Nov,11/19/2014,Adoption,,Dog,Neutered Male,3 years,German Shepherd Mix,White
A762358,*Poppy,11/26/2017 16:04,17-Nov,5/19/2017,Adoption,,Dog,Spayed Female,6 months,Rhod Ridgeback Mix,Red/White
A762359,Sushi,10/3/2021 12:37,21-Oct,7/19/2017,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Orange Tabby/White
A762359,Sushi,11/29/2017 18:13,17-Nov,7/19/2017,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby/White
A762361,Nova Sky,11/24/2017 17:37,17-Nov,4/19/2017,Adoption,,Dog,Spayed Female,7 months,Beagle Mix,Blue Merle/White
A762362,Sonya,11/20/2017 15:34,17-Nov,3/19/2012,Return to Owner,,Dog,Spayed Female,5 years,Siberian Husky,Black/White
A762363,Cypress,11/28/2017 14:11,17-Nov,7/19/2017,Rto-Adopt,,Cat,Intact Male,4 months,Domestic Shorthair Mix,Orange Tabby
A762364,Whiskey,1/6/2018 17:05,18-Jan,11/20/2008,Adoption,,Cat,Neutered Male,9 years,American Shorthair Mix,White/Orange
A762365,,11/24/2017 16:22,17-Nov,3/19/2017,Adoption,,Dog,Spayed Female,8 months,Jack Russell Terrier Mix,Tan/White
A762366,Tiggy,1/30/2018 9:13,18-Jan,11/19/2008,Adoption,Foster,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Torbie
A762367,Fez,2/24/2018 13:56,18-Feb,11/19/2009,Adoption,Foster,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Cream
A762368,General,2/24/2018 13:58,18-Feb,11/19/2009,Adoption,Foster,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Orange Tabby/White
A762368,General,6/12/2019 17:33,19-Jun,11/19/2009,Adoption,,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Orange Tabby/White
A762369,Birdy,1/30/2018 9:13,18-Jan,11/19/2009,Adoption,Foster,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Brown Tabby
A762370,,11/22/2017 10:51,17-Nov,11/19/2014,Transfer,Partner,Bird,Unknown,3 years,Muscovy,Black/White
A762373,Tiny,11/19/2017 14:29,17-Nov,11/19/2016,Return to Owner,,Dog,Intact Female,1 year,Pit Bull Mix,Brown Brindle/Black
A762374,Esther,11/20/2017 13:26,17-Nov,11/19/2010,Transfer,Partner,Dog,Intact Female,7 years,Cocker Spaniel Mix,Tan
A762377,*Mia,12/20/2017 13:16,17-Dec,10/12/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A762378,Kitty,11/24/2017 14:07,17-Nov,11/19/2010,Adoption,,Cat,Neutered Male,7 years,Domestic Shorthair Mix,White/Brown Tabby
A762379,Cash,12/3/2017 16:17,17-Dec,11/19/2016,Adoption,,Dog,Neutered Male,1 year,German Shepherd/Border Collie,Black/White
A762380,,11/22/2017 12:21,17-Nov,1/19/2017,Transfer,Partner,Cat,Intact Male,10 months,Domestic Medium Hair Mix,Cream Tabby
A762383,,11/27/2017 11:12,17-Nov,11/20/2015,Transfer,Partner,Dog,Spayed Female,2 years,Yorkshire Terrier Mix,Black/Brown
A762385,Apple,11/20/2017 12:11,17-Nov,1/20/2017,Return to Owner,,Dog,Intact Female,9 months,Yorkshire Terrier Mix,Tan/Gray
A762392,Biker,11/20/2017 12:17,17-Nov,11/19/2012,Transfer,Partner,Dog,Intact Male,5 years,Labrador Retriever Mix,Black/White
A762393,Buster,11/25/2017 15:27,17-Nov,11/19/2004,Adoption,,Dog,Neutered Male,13 years,Australian Cattle Dog Mix,Black/White
A762394,,11/24/2017 12:37,17-Nov,8/19/2017,Transfer,Snr,Cat,Intact Female,3 months,Domestic Medium Hair Mix,Brown Tabby
A762395,Clyde,4/8/2018 19:42,18-Apr,11/19/2009,Adoption,,Dog,Neutered Male,8 years,Black Mouth Cur Mix,Brown/Black
A762396,Latte,11/24/2017 17:04,17-Nov,7/19/2017,Adoption,,Dog,Spayed Female,4 months,Chihuahua Shorthair Mix,Cream/White
A762397,Pepperoni,11/21/2017 14:51,17-Nov,5/19/2016,Return to Owner,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A762400,Kaleb,2/13/2018 17:45,18-Feb,2/19/2017,Return to Owner,,Dog,Intact Male,11 months,Doberman Pinsch Mix,Tan/Brown
A762400,Kaleb,11/21/2017 12:17,17-Nov,2/19/2017,Return to Owner,,Dog,Intact Male,9 months,Doberman Pinsch Mix,Tan/Brown
A762402,Emily,11/21/2017 12:17,17-Nov,2/19/2017,Return to Owner,,Dog,Intact Female,9 months,Doberman Pinsch Mix,Tan/Brown
A762402,Emily,2/13/2018 17:45,18-Feb,2/19/2017,Return to Owner,,Dog,Intact Female,11 months,Doberman Pinsch Mix,Tan/Brown
A762403,*Sally,11/27/2017 18:02,17-Nov,11/19/2015,Adoption,,Dog,Spayed Female,2 years,Border Collie Mix,White/Black
A762404,*Daisy,11/26/2017 16:38,17-Nov,6/19/2017,Adoption,,Dog,Spayed Female,5 months,Chihuahua Shorthair/Dachshund,White
A762405,,11/24/2017 12:37,17-Nov,11/19/2016,Transfer,Snr,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby
A762409,,11/20/2017 15:11,17-Nov,11/20/2015,Transfer,Partner,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Brown/White
A762410,,11/20/2017 15:11,17-Nov,7/20/2017,Transfer,Partner,Dog,Intact Female,4 months,Labrador Retriever Mix,Black
A762414,,11/21/2017 8:20,17-Nov,11/20/2015,Euthanasia,Suffering,Other,Unknown,2 years,Raccoon,Gray/Black
A762416,Luigi,11/20/2017 16:02,17-Nov,3/20/2017,Return to Owner,,Cat,Intact Male,8 months,Domestic Shorthair Mix,Black/White
A762417,,11/25/2017 12:01,17-Nov,9/20/2017,Adoption,,Dog,Spayed Female,2 months,Siberian Husky Mix,Gray/White
A762418,Stella,11/26/2017 17:51,17-Nov,9/20/2017,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Tan/White
A762419,,11/24/2017 12:38,17-Nov,7/5/2017,Transfer,Snr,Cat,Intact Male,4 months,Domestic Shorthair Mix,White/Brown Tabby
A762420,Chester,11/28/2017 15:51,17-Nov,6/21/2009,Return to Owner,,Cat,Neutered Male,8 years,Siamese Mix,Flame Point
A762421,*Onion,12/26/2017 8:53,17-Dec,10/26/2017,Adoption,Foster,Cat,Neutered Male,1 month,American Shorthair Mix,Brown Tabby
A762422,*Potato,12/26/2017 8:54,17-Dec,10/26/2017,Adoption,Foster,Cat,Spayed Female,1 month,American Shorthair Mix,Brown Tabby/White
A762426,Elvis,11/26/2017 16:14,17-Nov,3/20/2017,Adoption,,Dog,Neutered Male,8 months,Pointer Mix,White/Black
A762426,Elvis,4/29/2023 15:11,23-Apr,3/20/2017,Return to Owner,,Dog,Neutered Male,6 years,Pointer Mix,White/Black
A762427,Penny,12/9/2017 12:48,17-Dec,11/20/2016,Adoption,,Dog,Spayed Female,1 year,Black Mouth Cur Mix,Brown
A762428,Missy,1/22/2018 18:08,18-Jan,11/20/2015,Adoption,,Dog,Spayed Female,2 years,Pointer Mix,White/Chocolate
A762429,Sasha,11/22/2017 14:32,17-Nov,11/20/2015,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan
A762430,Maximus,11/22/2017 14:35,17-Nov,11/20/2015,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan
A762431,*Mouse,11/26/2017 16:40,17-Nov,11/20/2016,Adoption,,Dog,Spayed Female,1 year,Staffordshire Mix,Blue/White
A762432,Duke,11/21/2017 13:14,17-Nov,11/20/2012,Return to Owner,,Dog,Intact Male,5 years,Australian Cattle Dog Mix,Black/White
A762432,Duke,3/31/2018 17:38,18-Mar,11/20/2012,Return to Owner,,Dog,Intact Male,5 years,Australian Cattle Dog Mix,Black/White
A762433,,11/26/2017 21:02,17-Nov,8/20/2017,Adoption,,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Calico
A762434,,11/26/2017 17:14,17-Nov,8/20/2017,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
A762435,,11/22/2017 16:00,17-Nov,9/20/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Orange Tabby
A762436,*Ziegen,11/28/2017 16:36,17-Nov,11/20/2015,Adoption,,Dog,Neutered Male,2 years,Boxer Mix,Brown/White
A762436,*Ziegen,5/6/2018 19:01,18-May,11/20/2015,Adoption,,Dog,Neutered Male,2 years,Boxer Mix,Brown/White
A762437,*Perdita,12/8/2017 18:45,17-Dec,10/14/2017,Adoption,Foster,Dog,Spayed Female,1 month,Labrador Retriever Mix,Black/White
A762438,*Pongo,12/8/2017 18:45,17-Dec,10/14/2017,Adoption,Foster,Dog,Neutered Male,1 month,Labrador Retriever Mix,Black/White
A762439,,11/27/2017 18:56,17-Nov,8/5/2017,Adoption,,Dog,Spayed Female,3 months,Labrador Retriever Mix,Black/White
A762440,*Kona,11/26/2017 16:27,17-Nov,8/5/2017,Adoption,,Dog,Spayed Female,3 months,Labrador Retriever Mix,Black/White
A762443,,11/26/2017 20:59,17-Nov,11/20/2015,Transfer,Partner,Dog,Intact Female,2 years,German Shepherd Mix,Black/Tan
A762444,*Mowgli,11/27/2017 16:37,17-Nov,11/20/2014,Adoption,,Dog,Neutered Male,3 years,Border Collie Mix,Chocolate/Tan
A762446,Loop,11/25/2017 19:02,17-Nov,11/20/2015,Adoption,,Dog,Spayed Female,2 years,Anatol Shepherd/Akita,Tan/Black
